2015/01/01,2014/11/11,先負です
2015/01/02,2014/11/12,仏滅です
2015/01/03,2014/11/13,大安です
2015/01/04,2014/11/14,赤口です
2015/01/05,2014/11/15,先勝です
2015/01/06,2014/11/16,友引です
2015/01/07,2014/11/17,先負です
2015/01/08,2014/11/18,仏滅です
2015/01/09,2014/11/19,大安です
2015/01/10,2014/11/20,赤口です
2015/01/11,2014/11/21,先勝です
2015/01/12,2014/11/22,友引です
2015/01/13,2014/11/23,先負です
2015/01/14,2014/11/24,仏滅です
2015/01/15,2014/11/25,大安です
2015/01/16,2014/11/26,赤口です
2015/01/17,2014/11/27,先勝です
2015/01/18,2014/11/28,友引です
2015/01/19,2014/11/29,先負です
2015/01/20,2014/12/01,赤口です
2015/01/21,2014/12/02,先勝です
2015/01/22,2014/12/03,友引です
2015/01/23,2014/12/04,先負です
2015/01/24,2014/12/05,仏滅です
2015/01/25,2014/12/06,大安です
2015/01/26,2014/12/07,赤口です
2015/01/27,2014/12/08,先勝です
2015/01/28,2014/12/09,友引です
2015/01/29,2014/12/10,先負です
2015/01/30,2014/12/11,仏滅です
2015/01/31,2014/12/12,大安です
2015/02/01,2014/12/13,赤口です
2015/02/02,2014/12/14,先勝です
2015/02/03,2014/12/15,友引です
2015/02/04,2014/12/16,先負です
2015/02/05,2014/12/17,仏滅です
2015/02/06,2014/12/18,大安です
2015/02/07,2014/12/19,赤口です
2015/02/08,2014/12/20,先勝です
2015/02/09,2014/12/21,友引です
2015/02/10,2014/12/22,先負です
2015/02/11,2014/12/23,仏滅です
2015/02/12,2014/12/24,大安です
2015/02/13,2014/12/25,赤口です
2015/02/14,2014/12/26,先勝です
2015/02/15,2014/12/27,友引です
2015/02/16,2014/12/28,先負です
2015/02/17,2014/12/29,仏滅です
2015/02/18,2014/12/30,大安です
2015/02/19,2015/01/01,先勝です
2015/02/20,2015/01/02,友引です
2015/02/21,2015/01/03,先負です
2015/02/22,2015/01/04,仏滅です
2015/02/23,2015/01/05,大安です
2015/02/24,2015/01/06,赤口です
2015/02/25,2015/01/07,先勝です
2015/02/26,2015/01/08,友引です
